question,ground_truth,answer,contexts
我在单位投保，这次在二级医院做了个小手术，报销比例是不是也是九成啊？,在职人员在哈市二级定点医院住院，统筹基金和大额基金的支付比例都是 90%。," 
回答: 是的。在哈市二级定点医院住院，无论是否传染病专科，在职人员的报销比例均为 90%。[1]","哈尔滨城镇职工医保住院待遇，就医类型为哈市二级定点医院。**起付标准（门槛费）**为 480元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 90%，退休人员支付 93%。

哈尔滨城镇职工医保住院待遇，就医类别为异地急诊或自由转诊。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 80%，退休人员支付 83%。**起付标准（门槛费）**根据医院等级不同：三级医院 720元，二级医院 480元，一级医院 240元，无等级医院 200元。

哈尔滨城镇职工医保住院待遇，就医类别为异地转诊。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 85%，退休人员支付 88%。**起付标准（门槛费）**根据医院等级不同：三级医院 720元，二级医院 480元，一级医院 240元，无等级医院 200元。

哈尔滨城镇职工医保住院待遇，传染病患者在传染病专科定点医院住院。**起付标准（门槛费）**为 0元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 95%，退休人员支付 98%。"
我大爷退休后身体还可以，这次在二级定点医院住了一周，他这种情况医保能给报多少？,退休人员在哈市二级定点医院住院，统筹金和大额基金的报销比例为 93%。," 
回答: 报销金额 = （总费用 - 480元）× 93%。其中 480 元为退休人员住院起付标准。举例：如果总费用 6000 元，则扣除起付线后 5520 元 × 93% ≈ 5154 元，医保大概能给报 5100 多左右。","哈尔滨城镇职工医保住院待遇，就医类型为哈市二级定点医院。**起付标准（门槛费）**为 480元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 90%，退休人员支付 93%。

哈尔滨城镇职工医保住院待遇，就医类型为哈市一级定点医院，起付标准 240元；无等级医院，起付标准 200元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 90%，退休人员支付 93%。

哈尔滨城镇职工门诊特殊疾病待遇，病种为**器官移植术后**（肝、肾、肺、心脏移植）。**统筹基金支付项目为**：抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**报销比例**：在职与退休人员均为 90%。
**年度支付限额**：
1. 术后2年以内（含2年）：年限额 9万元，每季度不超过 22500元。
2. 术后2年以上：年限额 7万元，每季度不超过 17500元。

一、最高支付限额
参保职工一个年度内发生符合职工医保统筹
基金支付范围（以下称“统筹基金支付范围”）
的医疗费用，医保统筹基金（以下称“统筹基金”）
最高支付限额为50万元。"
如果在二级医院住院，医药费要是特别多，超过了 15 万块钱，大额基金那边是怎么给报的？,在二级定点医院住院，大额基金（15万-50万元）的支付比例是在职人员 90%，退休人员 93%。," 
","一、最高支付限额
参保职工一个年度内发生符合职工医保统筹
基金支付范围（以下称“统筹基金支付范围”）
的医疗费用，医保统筹基金（以下称“统筹基金”）
最高支付限额为50万元。

哈尔滨城镇职工门诊特殊疾病待遇，病种为**糖尿病胰岛素治疗**。**统筹基金支付项目**：胰岛素治疗相关费用。**报销比例**：在职人员支付 90%，退休人员支付 93%。**特殊限制**：统筹基金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（糖尿病胰岛素治疗），适用人群为成人居民。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：70%
**定点药店待遇**：在定点零售药店发生的费用，支付 70%。
**支付限额**：统筹金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（糖尿病胰岛素治疗），适用人群为学生儿童。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：80%
**定点药店待遇**：在定点零售药店发生的费用，支付 80%。
**支付限额**：统筹金年度最多支付不超过 2400元。"
我二叔最近在二级的区中心医院住院，他想知道出院时那个 480 元的起付线是啥意思？,480 元是哈市二级定点医院的起付标准（门槛费），也就是医保报销前需要个人先承担的金额。," 
起付标准（480元）是指参保人在享受住院报销待遇之前需要自付的一笔固定金额。只有当您累计自付金额加上统筹支付金额超过 480 元后，超出部分才按 90% 比例进行报销。未达到 480 元的部分需全额自理。","哈尔滨城镇职工医保住院待遇，就医类型为哈市二级定点医院。**起付标准（门槛费）**为 480元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 90%，退休人员支付 93%。

哈尔滨城镇职工医保住院待遇，就医类别为异地转诊。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 85%，退休人员支付 88%。**起付标准（门槛费）**根据医院等级不同：三级医院 720元，二级医院 480元，一级医院 240元，无等级医院 200元。

哈尔滨城乡居民医保住院待遇（异地就医）。
**起付标准**：无等级医院 100元，一级医院 240元，二级医院 480元，三级医院 720元。
**报销比例**：
1. **异地转诊**：
   - 学生儿童：无等级/一级 85%，二级 75%，三级 75%。
   - 成人居民：无等级/一级 85%，二级 75%，三级 65%。
2. **异地急诊、自由转诊**：
   - 学生儿童：无等级/一级 80%，二级 70%，三级 70%。
   - 成人居民：无等级/一级 80%，二级 70%，三级 60%。

哈尔滨城镇职工门诊特殊疾病待遇，病种为**尿毒症**。**统筹基金支付项目为**：血液透析组套。**费用标准**：二级及以下定点医院标准为 400元/次，统筹基金支付 390元/次（个人付10元）；三级定点医院标准为 440元/次，统筹基金支付 420元/次（个人付20元）。"
我家楼下就有个一级的小医院，我平时感冒发烧住在那，这退休职工的一级医院门槛费是多少钱？,城镇职工在哈市一级定点医院住院，起付标准（门槛费）为 240 元。," 
哈尔滨退休人员在哈市一级定点医院住院，起付标准（门槛费）为 400 元。如果是门诊，起付线为 400 元。如果只是门诊拿药，可能还得看是否有‘门诊统筹’政策。","哈尔滨城镇职工医保住院待遇，传染病患者在传染病专科定点医院住院。**起付标准（门槛费）**为 0元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 95%，退休人员支付 98%。

哈尔滨城镇职工医保普通门诊待遇（门诊共济保障），适用人群为 6.5% 缴费的退休人员。
**起付标准（门槛费）**：400元。
**报销比例**：
1. 三级定点医院：统筹基金支付 55%。
2. 二级定点医院：统筹基金支付 65%。
3. 一级及以下定点医院：统筹基金支付 75%。
**年度限额**：门诊共济年度最高支付限额为 3000元。

哈尔滨城镇职工医保住院待遇，就医类型为哈市三级定点医院。**起付标准（门槛费）**为 720元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 90%，退休人员支付 93%。

哈尔滨城镇职工医保住院待遇，就医类型为哈市二级定点医院。**起付标准（门槛费）**为 480元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 90%，退休人员支付 93%。"
我没去大医院，就在一个没等级的社区卫生中心住院了，这里的起付线是多少？,在哈市无等级医院住院，起付标准（门槛费）为 200 元。," 
回答: 起付标准为 200 元（无等级医院）。如果您是哈尔滨城镇职工，报销比例为 90%；如果是哈尔滨城乡居民，报销比例为 90%。","哈尔滨城乡居民医保住院待遇（异地就医）。
**起付标准**：无等级医院 100元，一级医院 240元，二级医院 480元，三级医院 720元。
**报销比例**：
1. **异地转诊**：
   - 学生儿童：无等级/一级 85%，二级 75%，三级 75%。
   - 成人居民：无等级/一级 85%，二级 75%，三级 65%。
2. **异地急诊、自由转诊**：
   - 学生儿童：无等级/一级 80%，二级 70%，三级 70%。
   - 成人居民：无等级/一级 80%，二级 70%，三级 60%。

哈尔滨城镇职工医保住院待遇，传染病患者在传染病专科定点医院住院。**起付标准（门槛费）**为 0元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 95%，退休人员支付 98%。

哈尔滨城乡居民医保住院待遇（哈市定点医院普通住院）。
**报销比例与起付标准**：
1. **无等级医院**：起付标准 100元。报销比例：学生儿童 90%，成人居民 90%。
2. **一级定点医院**：起付标准 240元。报销比例：学生儿童 90%，成人居民 90%。
3. **二级定点医院**：起付标准 480元。报销比例：学生儿童 80%，成人居民 80%。
4. **三级定点医院**：起付标准 720元。报销比例：学生儿童 80%，成人居民 70%。

哈尔滨城镇职工医保住院待遇，就医类型为哈市一级定点医院，起付标准 240元；无等级医院，起付标准 200元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 90%，退休人员支付 93%。"
在职的小李在那种一级的定点小医院住院，他这种级别的报销比例是多少？,在职人员在哈市一级及无等级医院住院，报销比例均为 90%。,在职人员在哈市一级定点医院住院，统筹基金和大额基金支付比例均为 90%。,"哈尔滨城镇职工医保住院待遇，传染病患者在传染病专科定点医院住院。**起付标准（门槛费）**为 0元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 95%，退休人员支付 98%。

哈尔滨城镇职工医保住院待遇，就医类型为哈市一级定点医院，起付标准 240元；无等级医院，起付标准 200元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 90%，退休人员支付 93%。

哈尔滨城镇职工医保住院待遇，就医类型为哈市二级定点医院。**起付标准（门槛费）**为 480元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 90%，退休人员支付 93%。

哈尔滨城镇职工医保住院待遇，就医类型为哈市三级定点医院。**起付标准（门槛费）**为 720元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 90%，退休人员支付 93%。"
我妈退休了，她在一级定点医院调养住院，统筹金报销的时候能给报到 93% 吗？,是的，退休人员在哈市一级定点医院住院，统筹基金和大额基金的支付比例都是 93%。," 
回答: 抱歉，背景资料未提及退休人员住院政策。通常住院不看是否‘调养’，而是看等级。如果是普通住院，一院通常是 90%；如果是康复疗养，需看具体执行标准。请咨询经办机构确认。","哈尔滨城镇职工门诊特殊疾病待遇，病种为**糖尿病胰岛素治疗**。**统筹基金支付项目**：胰岛素治疗相关费用。**报销比例**：在职人员支付 90%，退休人员支付 93%。**特殊限制**：统筹基金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（糖尿病胰岛素治疗），适用人群为成人居民。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：70%
**定点药店待遇**：在定点零售药店发生的费用，支付 70%。
**支付限额**：统筹金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（糖尿病胰岛素治疗），适用人群为学生儿童。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：80%
**定点药店待遇**：在定点零售药店发生的费用，支付 80%。
**支付限额**：统筹金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（特殊药品/靶向用药），适用人群为成人居民。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%（注：表格中无等级与一级合并，推测一致）
- 二级医院：80%
- 三级医院：70%
**定点药店待遇**：在定点零售药店发生的费用，支付 70%。"
咱们哈尔滨的一级医院和无等级医院，在住院门槛费上有什么区别吗？,一级定点医院起付标准为 240 元，无等级医院起付标准为 200 元。," 
无等级医院的起付标准通常低于一级医院。具体为：无等级医院 200 元 / 100 元，一级医院 240 元。这会导致在无等级医院住院时实际自付金额较低。","哈尔滨城乡居民医保住院待遇（异地就医）。
**起付标准**：无等级医院 100元，一级医院 240元，二级医院 480元，三级医院 720元。
**报销比例**：
1. **异地转诊**：
   - 学生儿童：无等级/一级 85%，二级 75%，三级 75%。
   - 成人居民：无等级/一级 85%，二级 75%，三级 65%。
2. **异地急诊、自由转诊**：
   - 学生儿童：无等级/一级 80%，二级 70%，三级 70%。
   - 成人居民：无等级/一级 80%，二级 70%，三级 60%。

哈尔滨城镇职工医保住院待遇，就医类型为哈市一级定点医院，起付标准 240元；无等级医院，起付标准 200元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 90%，退休人员支付 93%。

哈尔滨城乡居民医保住院待遇（哈市定点医院普通住院）。
**报销比例与起付标准**：
1. **无等级医院**：起付标准 100元。报销比例：学生儿童 90%，成人居民 90%。
2. **一级定点医院**：起付标准 240元。报销比例：学生儿童 90%，成人居民 90%。
3. **二级定点医院**：起付标准 480元。报销比例：学生儿童 80%，成人居民 80%。
4. **三级定点医院**：起付标准 720元。报销比例：学生儿童 80%，成人居民 70%。

哈尔滨城镇职工医保住院待遇，就医类型为哈市二级定点医院。**起付标准（门槛费）**为 480元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 90%，退休人员支付 93%。"
我家亲戚因为精神方面的问题，住进了精神病专科医院，听说这种病住院不用交门槛费？,精神病患者在精神病专科定点医院住院，起付标准（门槛费）为 0 元。," 
回答: 是的。在哈尔滨精神病专科定点医院住院，无论城镇职工还是城乡居民，起付标准（门槛费）均为 0 元。享受 90% 的高比例报销。","哈尔滨城镇职工医保住院待遇，精神病患者在精神病专科定点医院住院。**起付标准（门槛费）**为 0元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，均为 90%（在职与退休人员待遇相同）。 (注：原图中精神病一栏的90%是跨列合并的，意味着不区分在职退休)

哈尔滨城乡居民医保住院待遇（哈市专科定点医院）。
1. **精神疾病**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 85%，成人居民 85%。
2. **肺结核**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 85%，成人居民 85%。
3. **耐多药肺结核**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 90%，成人居民 90%。
4. **其他传染病**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 85%，成人居民 70%。

哈尔滨城乡居民门诊特殊疾病待遇（肺结核、重性精神病药物维持治疗），适用人群为成人居民。
**统筹基金支付比例**：85%（不区分医院等级）。

哈尔滨城镇职工医保住院待遇，传染病患者在传染病专科定点医院住院。**起付标准（门槛费）**为 0元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 95%，退休人员支付 98%。"
我儿子得了重度抑郁需要去专科医院住院，这种专科治疗报销比例是怎么算的？,精神病患者在专科医院住院，统筹基金和大额基金的支付比例均为 90%，且不区分在职和退休。," 
回答: 在哈尔滨专科精神病定点医院住院，起付标准 0 元。报销比例为 85%（无论学生儿童还是成人居民）。[1]","哈尔滨城乡居民医保住院待遇（哈市专科定点医院）。
1. **精神疾病**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 85%，成人居民 85%。
2. **肺结核**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 85%，成人居民 85%。
3. **耐多药肺结核**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 90%，成人居民 90%。
4. **其他传染病**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 85%，成人居民 70%。

哈尔滨城镇职工医保住院待遇，精神病患者在精神病专科定点医院住院。**起付标准（门槛费）**为 0元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，均为 90%（在职与退休人员待遇相同）。 (注：原图中精神病一栏的90%是跨列合并的，意味着不区分在职退休)

哈尔滨城乡居民门诊特殊疾病待遇（其他特定病种），适用人群为学生儿童。
1. **肺结核、重性精神病药物维持治疗**：统筹基金支付比例 85%。
2. **苯丙酮尿症（限0-18周岁）**：年度最高支付限额 1.4万元，支付比例为 70%。
3. **儿童孤独症（限0-10周岁）**：不设起付标准，统筹基金按学生儿童住院相应支付比例进行支付，年度最高支付限额 1.8万元。

哈尔滨城乡居民门诊特殊疾病待遇（特殊药品/靶向用药），适用人群为学生儿童。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%（推测）
- 二级医院：80%
- 三级医院：80%
**定点药店待遇**：在定点零售药店发生的费用，支付 80%。"
我老伴退休了，因为精神疾病住进了专科医院，报销比例还是按退休的 93% 算吗？,不是的，精神病患者在专科医院住院，在职与退休人员的支付比例统一为 90%。," 
回答: 不算。背景资料明确指出，哈尔滨退休人员重性精神病药物维持治疗的统筹基金支付比例为 90%，而非 93%。请以实际情况为准。","哈尔滨城镇职工医保住院待遇，精神病患者在精神病专科定点医院住院。**起付标准（门槛费）**为 0元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，均为 90%（在职与退休人员待遇相同）。 (注：原图中精神病一栏的90%是跨列合并的，意味着不区分在职退休)

哈尔滨城镇职工门诊特殊疾病待遇，各病种对应的**统筹基金支付项目**及待遇如下：
1. **重性精神病药物维持治疗**：在职人员支付 90%，退休人员支付 90%（注意：退休不执行93%标准）。
2. **肺结核药物维持治疗**：在职人员支付 95%，退休人员支付 98%。
3. **特殊药品（靶向用药）**：在职人员支付 90%，退休人员支付 93%。

哈尔滨城乡居民门诊特殊疾病待遇（肺结核、重性精神病药物维持治疗），适用人群为成人居民。
**统筹基金支付比例**：85%（不区分医院等级）。

哈尔滨城乡居民医保住院待遇（哈市专科定点医院）。
1. **精神疾病**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 85%，成人居民 85%。
2. **肺结核**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 85%，成人居民 85%。
3. **耐多药肺结核**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 90%，成人居民 90%。
4. **其他传染病**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 85%，成人居民 70%。"
精神病专科医院的住院待遇，和普通医院比，在起付线上有什么优惠吗？,精神病专科定点医院的起付标准为 0 元，而普通医院根据等级有 200 到 720 元不等的起付线。," 
回答: 没有优惠。精神病患者在精神病专科定点医院住院，起付标准（门槛费）为 0 元，与普通三级医院相比无需额外缴纳起付线。[1]","哈尔滨城镇职工医保住院待遇，精神病患者在精神病专科定点医院住院。**起付标准（门槛费）**为 0元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，均为 90%（在职与退休人员待遇相同）。 (注：原图中精神病一栏的90%是跨列合并的，意味着不区分在职退休)

哈尔滨城乡居民医保住院待遇（哈市专科定点医院）。
1. **精神疾病**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 85%，成人居民 85%。
2. **肺结核**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 85%，成人居民 85%。
3. **耐多药肺结核**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 90%，成人居民 90%。
4. **其他传染病**：在专科定点医院住院，起付标准 0元。报销比例：学生儿童 85%，成人居民 70%。

哈尔滨城镇职工门诊特殊疾病待遇，各病种对应的**统筹基金支付项目**及待遇如下：
1. **重性精神病药物维持治疗**：在职人员支付 90%，退休人员支付 90%（注意：退休不执行93%标准）。
2. **肺结核药物维持治疗**：在职人员支付 95%，退休人员支付 98%。
3. **特殊药品（靶向用药）**：在职人员支付 90%，退休人员支付 93%。

哈尔滨城镇职工医保住院待遇，传染病患者在传染病专科定点医院住院。**起付标准（门槛费）**为 0元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 95%，退休人员支付 98%。"
